/* ---------------------------------------------------------------------------|
 *
 * This file was generated by compilefs.
 * Edit only if you aren't going to recompile.
 *
 * ---------------------------------------------------------------------------|
 *
 * Distributed under the CC0 public domain license.
 * By Alison G. Watson. Attribution is encouraged, though not required.
 * See licenses/cc0.txt for more information.
 *
 * ---------------------------------------------------------------------------|
 */
[en enu default]
"LITH_UPDATE_1_6_2" = "\cf(\ciFeb. 29, 2020\cf) \cjFrom \cn1.6.1\cj to \cf1.6.2\cj:\n\cd+ Added Dark Lord, incomplete.\n\cd+ Added Informant, incomplete.\n\cd+ Added a lot of new translations for Japanese.\n\cd+ Added a setting to disable phantoms.\n\cd+ Added a setting to start with phantom rewards.\n\cd+ Added another info page for Cyber-Mage.\n\cd+ Added error handling to the dialogue compiler.\n\cd+ Added the DONKEY KONG theme.\n\cj| Changed a lot of files to be better compressed, particularly images.\n\cj| Changed all player attacks to have fixed damage and fixed spread patterns.\n\cj| Changed some things to improve performance.\n\cj| Changed the HUD layout slightly.\n\cj| Changed the Unicode font renderer to use GZDoom's built-in one.\n\cj| Changed the dialogue system to emulate a 6502 CPU. Don't ask.\n\cj| Changed the revolver to be completely accurate.\n\cj| Fixed Doom 1 not working.\n\cj| Fixed GZDoom 3.7.2+ crashing on load.\n\cj| Fixed a bunch of null pointer errors.\n\cj| Fixed a lot of bugs. Probably all of them.\n\cj| Fixed ammo pickups not actually giving you ammo.\n\cj| Improved build system and tooling.";
"LITH_UPDATE_1_6_1" = "\cf(\ciJan. 24, 2019\cf) \cjFrom \cn1.6\cj to \cf1.6.1\cj:\n\cd+ Added Chex Quest compatibility.\n\cd+ Added D2SPRFIX sprites.\n\cd+ Added DamNums definitions.\n\cd+ Added a \"Hazard\" damage type for the Reactive Armor.\n\cd+ Added a CVar to disable bobbing while firing weapons.\n\cd+ Added a HUD element for the Combat Rifle's grenade.\n\cd+ Added a new attribute, \"Concentration,\" for Cyber-Mage.\n\cd+ Added a rainbow laser option.\n\cd+ Added a reload when empty option.\n\cd+ Added a ricochet volume option.\n\cd+ Added an alternate invulnerability palette.\n\cd+ Added bullet tracers to all bullet weapons.\n\cd+ Added decals to all weapons.\n\cd+ Added dynamic lights to many things.\n\cd+ Added info pages for armors.\n\cd+ Added more menu strings.\n\cd+ Added more pickup messages.\n\cd+ Added more ricochet sounds.\n\cd+ Added new Japanese fonts.\n\cd+ Added new SMG overheat effects.\n\cd+ Added new SMG reload sounds.";
"LITH_UPDATE_1_6_1_Page2" = "\cd+ Added new and improved Heretic compatibility.\n\cd+ Added new blood effects.\n\cd+ Added new bullet puff effects.\n\cd+ Added new gun smoke effects.\n\cd+ Added new translations.\n\cd+ Added new weapon bobbing and swaying.\n\cd+ Added reload bobbing.\n\cd+ Added skip information to intermissions.\n\cd+ Added support for Western Patch and Combined Harms.\n\cj| Fixed Cyber-Mage's HUD text not being the right color.\n\cj| Fixed Marine's second secret message not actually having any text.\n\cj| Fixed Phantoms causing invalid sounds.\n\cj| Fixed Stamina regenerating health while paused.\n\cj| Fixed ammo run-out sounds being too quiet.\n\cj| Fixed an infinite recursion on the Items page.\n\cj| Fixed candles having a height on destruction.\n\cj| Fixed clipping issues on some resolutions.\n\cj| Fixed coloring of casing effects.\n\cj| Fixed crashes in multi-player.\n\cj| Fixed death exits breaking the inventory.\n\cj| Fixed death exits removing spells.\n\cj| Fixed dialogues not looking right in low resolutions.";
"LITH_UPDATE_1_6_1_Page3" = "\cj| Fixed dynamic crosshair not being completely accurate.\n\cj| Fixed gun smoke not aligning when crouched.\n\cj| Fixed inconsistent damage types.\n\cj| Fixed intermission screens locking up.\n\cj| Fixed inventory being wiped on new map.\n\cj| Fixed magic selector showing up in dialogue.\n\cj| Fixed monster level-ups overflowing health.\n\cj| Fixed monsters gaining health exponentially.\n\cj| Fixed monsters hitting themselves giving them EXP.\n\cj| Fixed power-ups ticking down while in the menu.\n\cj| Fixed score-hit display being bad.\n\cj| Fixed some objects not freezing in certain cases.\n\cj| Fixed squished phantoms causing a crash.\n\cj| Fixed tech pillars not being shoot-through.\n\cj| Fixed the Vital Scanner being generally broken.\n\cj| Fixed the Zoom upgrade being broken.\n\cj| Fixed the log sometimes causing memory corruption.\n\cj| Fixed the monster tracker causing strange behaviour.\n\cj| Fixed zoom factor calculation.\n\cj| Made Dark Cannon attainable.\n\cj| Made Defense less strong.\n\cj| Made Makarov slightly less terrifying.";
"LITH_UPDATE_1_6_1_Page4" = "\cj| Made Marine's knife work better.\n\cj| Made Phantoms absorb some of their replaced monster's health.\n\cj| Made all code CC0 Public Domain.\n\cj| Made all explosions respect 7777777 Mode.\n\cj| Made ammo pickups stay until ammo is depleted from them.\n\cj| Made barrier and adrenaline detection better.\n\cj| Made body hits more noticeable.\n\cj| Made extra-hard Mancubi stronger.\n\cj| Made extremely rare armors much stronger.\n\cj| Made item effect occlusion better.\n\cj| Made multi-player player indicators better.\n\cj| Made poison shells do damage based on Accuracy.\n\cj| Made powerups fade out on usage.\n\cj| Made some name tags more consistent with the Doom Bible.\n\cj| Made standard and improved armors resist bullets.\n\cj| Made the Combat Rifle stronger and hold more bullets.\n\cj| Made the Commander Keen actor less violent.\n\cj| Made the Delear sprite interpolate.\n\cj| Made the Matbea's firing animation better.\n\cj| Made the Particle Beam stronger.\n\cj| Made the Plasma Laser less horrifically strong.\n\cj| Made the Plasma Pistol better.";
"LITH_UPDATE_1_6_1_Page5" = "\cj| Made the Plasma Pistol work with Auto Pistol.\n\cj| Made the Shotgun and Pistol jucier.\n\cj| Made the Spider Mastermind emit sparks sometimes.\n\cj| Made the Super Shotgun stronger.\n\cj| Made the pistol's sounds better.\n\cj| Made various weapons use the Electric damage type.\n\cj| Optimized code excessively.\n\cg- Removed ZDoom's air supply mechanic.\n\cg- Removed old SMG tracers.";
"LITH_UPDATE_1_6" = "\cf(\ciOct. 16, 2018\cf) \cjFrom \cn1.5.3\cj to \cf1.6\cj:\n\cd+ Added a Japanese translation using a custom ZScript text renderer.\n\cd+ Added two new BIP categories, \"Yourself\" and \"Items.\"\n\cd+ Added a Windows XP theme.\n\cd+ Added a bunch of quit messages.\n\cd+ Added an intro text to the title screen.\n\cd+ Added (optional) recoil to most weapons.\n\cd+ Added blinding light effects to the Star Destroyer's projectile.\n\cd+ Added inventory tetris.\n\cd+ Added sounds to the GUI.\n\cd+ Added notes section.\n\cd+ Added a voltage display to the Charge Fist.\n\cd+ Added cursor themes to the GUI.\n\cd+ Added an option to make shotgun slot weapons use ammo.\n\cd+ Added a new armor system using inventory tetris.\n\cd+ Added small score items to replace armor and health bonuses.\n\cd+ Added large score items to replace ammo boxes.\n\cd+ Added a new intermission screen.\n\cd+ Added a raindrops on screen effect.\n\cd+ Added bips.\n\cd+ Added a setting for not picking up ammo when full (on by default.)\n\cd+ Added a setting for not getting score for ammo (on by default.)";
"LITH_UPDATE_1_6_Page2" = "\cd+ Added casings to weapons.\n\cd+ Added dynamic crosshairs.\n\cd+ Added indicators for where other players are in multiplayer.\n\cd+ Added two new levelup systems, \"Auto\" and \"Hybrid.\"\n\cb] Hybrid is now the default.\n\cd+ Added new game endings, with original music by _sink.\n\cd+ Added a visual line for homing rocket tracers.\n\cd+ Added a big log setting for 320x240 screens.\n\cd+ Added an invalid configuration checker.\n\cd+ Added new gibbing animations for some monsters.\n\cd+ Added new attack effects for some monsters.\n\cd+ Added a bunch of new terrain effects.\n\cd+ Added new environmental effects.\n\cd+ Added new decoration interactions.\n\cd+ Added new bullet puff effects.\n\cd+ Added new blood effects.\n\cd+ Added a button for triggering shootable buttons or poking enemies.\n\cd+ Added new pickup noises for powerups.\n\cd+ Added an option to drop shotguns from zombies.\n\cd+ Added the ability for monsters to level up.\n\cd+ Added an option to show the player's level on the HUD.\n\cd+ Added a new SSG reload animation.";
"LITH_UPDATE_1_6_Page3" = "\cd+ Added an idle sound for the Star Destroyer.\n\cj| Fixed countless stability issues.\n\cj| Fixed pause in menus taking effect in multiplayer.\n\cj| Redid a lot of internal code, fixing tons of bugs in the process.\n\cj| Fixed some effects not respecting the object's scale.\n\cj| Fixed issues with monster resurrection.\n\cj| Fixed Marine's HUD text being inconsistently colored.\n\cj| Made Romyetya and Blade stop you mid-air.\n\cj| Made the spell selector hold the player's view in place.\n\cj| Renamed \"Pr\" to \"Perf\" for clarity.\n\cj| Made weapon sell messages respect stupidpickups.\n\cj| Improved the Combat Rifle's feel and sound.\n\cj| Improved layout of UI in general.\n\cj| Consolidated CBI tabs.\n\cj| Replaced the slot 1 spell selector with a mana siphon.\n\cb] The spell selector can still be used with Special Action.\n\cj| Nerfed Reactive Armor.\n\cj| Nerfed rifle grenades.\n\cj| Improved revenant attacks.\n\cj| Fixed the Ion Rifle auto-aiming too much.\n\cj| Fixed spelling of \"Basilissa.\"\n\cj| Fixed solid footing not being detected properly.";
"LITH_UPDATE_1_6_Page4" = "\cj| Made Shock Charge much, much stronger.\n\cj| Made Megaspheres mitigate damage temporarily.\n\cj| Fixed cannonball effects getting stuck.\n\cj| Made Hulgyon stronger.\n\cj| Improve the Icon of Sin's effects.\n\cj| Improved the Combat Rifle's controls.\n\cj| Made the SSG unload when out of ammo.\n\cj| Improved the Omega Cannon's sounds.\n\cj| Made it easier to hit enemies with Blade and Romyetya.\n\cj| Improved menu feel in general.\n\cj| Improved Marine's pistol.\n\cj| Made Blade not take mana.\n\cj| Made bosses more difficult.\n\cj| Fixed phantoms being hyper and stupid (but not hyperstupid.)\n\cj| Rebalanced attributes a bit.\n\cj| Nerfed Vitality.\n\cj| Reduced the amount of ammo Feuer uses.\n\cj| Made obituaries show on the HUD proper.\n\cj| Improved Colorful Hell compatibility.\n\cj| Fixed Shut Up and Lithium compatibility.\n\cj| Fixed the Finalizer upgrade not destroying monsters correctly.\n\cj| Fixed a lot of typos.";
"LITH_UPDATE_1_6_Page5" = "\cj| Fixed the ion rifle being reloadable while scoped.\n\cj| Made the falling grunt sound play less.\n\cj| Improved performance while raining.\n\cj| Got rid of dead code.\n\cg- Removed ZDoom 2.8.1 compatibility.\n\cb] GZDoom 2.5 or greater is required now.\n\cg- Removed Serious Mode.";
"LITH_UPDATE_1_5_3" = "\cf(\ciNov. 22, 2017\cf) \cjFrom \cn1.5.2\cj to \cf1.5.3\cj:\n\cd+ Added a player leveling system with 7 stats.\n\cb] Monsters will scale to your level.\n\cd+ Added palette flashes for picking up special items.\n\cd+ Added a puff to homing SMG tracers.\n\cd+ Added a separate animation for when phantoms escape.\n\cd+ Added new explosive barrels.\n\cd+ Added new pickup sprites for ammo and skull keys.\n\cd+ Added a debug weapon.\n\cd+ Added more quit messages.\n\cd+ Added an idle sound to the Star Destroyer.\n\cd+ Added compatibility for Cheogsh and Eternal Doom 4.\n\cj| Changed maximum monster level from 100 to 150.\n\cj| Increased game-over timer by 50 hours.\n\cj| Made Modal Rifle not require a CBI upgrade.\n\cj| Changed payout gain and tax.\n\cj| Changed ammo pickup score multiplier.\n\cj| Fixed selling weapons giving extra score.\n\cj| Fixed the aspect ratio of HUD elements.\n\cj| Made boss health easier to read while health bars are disabled.\n\cj| Improved performance in high-monster-density maps.\n\cj| Improved GUI performance slightly.";
"LITH_UPDATE_1_5_3_Page2" = "\cj| Changed the default Automap colors.\n\cj| Replaced the small font and console fonts.\n\cj| Made players not collide with each other in multi-player.\n\cj| Fixed Cyber-Mage's magic selector breaking weapons in multi-player.\n\cj| Fixed pause-in-menus breaking stuff in multi-player.\n\cj| Fixed visual rank not being set properly on non-compatible enemies.\n\cj| Fixed Heretic weapons not being replaced.\n\cj| Fixed Phantoms turning into chickens breaking the confines of reality.\n\cj| Fixed the size of Rend and the SMG's tracer bullets.\n\cj| Fixed PauseManager sometimes crashing the VM.\n\cg- Removed mana regeneration.";
"LITH_UPDATE_1_5_2" = "\cf(\ciSep. 4, 2017\cf) \cjFrom \cn1.5.1\cj to \cf1.5.2\cj:\n\cj| Fixed function pointer errors on upgrade init.";
"LITH_UPDATE_1_5_1" = "\cf(\ciAug. 36, 2017\cf) \cjFrom \cn1.5\cj to \cf1.5.1\cj:\n\cd+ Added an auto-save setting.\n\cd+ Added an API, so external C code can access all of Lithium by\n\cd  LOADing lithmain.\n\cd+ Added indicators for upgrades that work with each other.\n\cd+ Added a footstep sound setting.\n\cd+ Added a view tilt setting.\n\cd+ Added the Elec. Binding upgrade.\n\cd+ Added the Shock Charge upgrade.\n\cd+ Added the Stealth System upgrade.\n\cd+ Added an active (HUD) debug level (0x02/log_devh).\n\cd+ Added a new class selection screen.\n\cd+ Added a new skill selection screen.\n\cd+ Added a system for allowing Phantoms to spawn mid-level.\n\cd+ Added magic selection animations.\n\cd+ Added a world sprite for Hulgyon.\n\cd+ Added a magazine drop setting.\n\cd+ Added sprites for the CBI upgrades that had placeholder sprites.\n\cj| Improved the SPAS' reload animation (thanks, Shivers!)\n\cj| Improved the SMG's reload animation slightly\n\cj| Improved the Combat Rifle's reload animation slightly\n\cj| Fixed junk frames in Extra Hard enemies.";
"LITH_UPDATE_1_5_1_Page2" = "\cj| Fixed death exits adding a bunch of junk to the upgrades menu.\n\cj| Fixed the \"resurrect\" cheat not working.\n\cj| Fixed the SPAS description listing the wrong capacity.\n\cj| Made Romyetya and Blade do more damage with Berserk.\n\cj| Changed the way magic selection works, so closing the menu will select.\n\cj| Moved source code out of the packaged file.\n\cj| Changed the compression from 7-zip to Zip, due to performance issues.\n\cj| Made the Ion Rifle allow switching while reloading.\n\cj| Buffed the SPAS.\n\cj| Reduced the ammo taken by the Pulse Charger.\n\cj| Made the Overloader upgrade un-scope when firing.\n\cj| Changed the settings menu slightly.\n\cj| Made Performance Rating more transparent for Cyber-Mage.\n\cj| Made dialogue/terminal text log to the console.\n\cj| Made Feuer not flash the screen when firing.\n\cj| Re-balanced Cyber-Mage's weapon upgrade prices.\n\cj| Fixed malignant null pointer dereferences.\n\cj| Rewrote James' defeat message.\n\cg- Removed the trail from Delear's world sprite.\n\cg- Removed Score Golf mode";
"LITH_UPDATE_1_5" = "\cf(\ciAug. 25, 2017\cf) \cjFrom \cn1.5 beta\cj to \cf1.5\cj:\n\cd+ Added the remaining Methods:\n\cb] Blade, slot 1 - small slash, basic melee\n\cb] Feuer, slot 3 - fires out two fireballs\n\cb] Delear, slot 2 - fires out 16 projectiles in succession\n\cb] Romyetya, slot 4 - rapid slashing attacks\n\cb] Hulgyon, slot 5 - fires pillars of energy in front of you\n\cb] Hosh'danma, slot 6 - violently fires out a bunch of stars\n\cb] Cercle de la Mort, slot 7.\n\cd+ Added the remaining upgrades. Go figure those out yourself I'm tired.\n\cd+ Added the Shock Rifle, slot 3 Cyber-Mage weapon.\n\cd+ Added all the intermission screen stuff.\n\cd+ Added pickup sprites for Cyber-Mage.\n\cd+ Added sprites for the Ion Rifle.\n\cd+ Added new menus! All of them! Really, launch the game! THEY'RE COOL THANK YOU JIMMY\n\cd+ Added the Ghost GUI theme.\n\cd+ Added the Basilissa GUI theme (thanks, Shivers and Kurashiki!)\n\cd+ Added in-game changelog.\n\cd+ Added missing info pages.\n\cd+ Added new info pages.\n\cd+ Added the rest of Cyber-Mage's mail.\n\cd+ Added messages when defeating phantoms.";
"LITH_UPDATE_1_5_Page2" = "\cd+ Added an animation when the SMG overheats.\n\cd+ Added an armor type indicator to Cyber-Mage's HUD.\n\cd+ Added more pickup sounds.\n\cd+ Added Cyber-Mage's Charge Fist sprites.\n\cj| Fixed death exits not deinitializing stuff properly.\n\cj| Made Star Shot take less mana.\n\cj| Fixed weird UDMF maps breaking things.\n\cj| Made air-sliding usable when the jet booster is uncharged.\n\cj| Improved the way rain audio is handled.\n\cj| Made item glow specific to class.\n\cj| Improved performance when using ZScript.\n\cj| Separated ammo/magazine counting on the HUD.\n\cj| Changed the log color for Cyber-Mage.\n\cj| Improved the way mail messages and environment settings are handled.\n\cj| Made the laser rifle trail prettier.\n\cj| Changed the way the Star Destroyer targets enemies, making it even more deadly.\n\cj| Fixed the log being positioned wrong for Cyber-Mage.\n\cj| Raised the base difficulty to 10.\n\cj| Slightly nerfed the Sniper Rifle.\n\cj| Made Barons never infight with Knights.\n\cj| Fixed some info pages never being unlocked.\n\cj| Increased the Missile Launcher's damage.";
"LITH_UPDATE_1_5_Page3" = "\cj| Slightly changed the SMG's draw sound.\n\cj| Moved the TITLEMAP to the doom2 filter, so it won't make some games unplayable.\n\cj| Made rain effects better (thanks, Kate!)\n\cj| Fixed some ZScript event handler bugs.\n\cj| Optimized enemy barrier display, improving performance a ton on huge maps.\n\cj| Changed the font on settings menu headers.\n\cj| Fixed homing rockets having the wrong sprite when spawning.\n\cj| Made mana pickups rainbow-y.\n\cj| Fixed a bunch of errors in the boss code. Whoops.\n\cj| Made the Finalizer upgrade stronger.\n\cj| Made Finalizer deal damage on hit.\n\cj| Made Finalizer disintegrate enemies when killed.\n\cj| Fixed Hell Knight attack frames.\n\cj| Made the monster tracker allocate into a different address space. (This is faster.)\n\cj| Improved performance slightly in some trigonometry-heavy areas.\n\cj| Fixed CBI items being installable twice.\n\cj| Made damage bobbing a bit smoother.\n\cj| Made the enemy checker simpler and more robust.\n\cj| Fixed Delear taking too much Mana.\n\cj| Fixed shop weapons not being given correctly.\n\cj| Probably fixed some crashing. Probably.";
"LITH_UPDATE_1_5b" = "\cf(\ciJul. 17, 2017\cf) \cjFrom \cn1.5 alpha 2\cj to \cf1.5 beta\cj:\n\cd+ Enemies now have a level and rank, which determine their health\n\cd  and resistances, et al.\n\cd+ Added 3 spells for Cyber-Mage: Delear, Hulgyon and Star Shot.\n\cd+ Added a spell selection menu.\n\cd+ Added Mana.\n\cd+ Added support for monster mods that don't account for Lithium.\n\cd+ Added extra support for Colorful Hell.\n\cd+ Added new upgrades for Cyber-Mage, half of which are\n\cd  not implemented yet. The implemented ones include:\n\cb] Soul Cleaver\n\cb] Finalizer\n\cb] SMG Trimag\n\cb] Seeker Rounds\n\cb] Safety System\n\cb] Longinus Solspear\n\cj| Improved the settings menu.\n\cj| Fixed extremely terrible balance issues.\n\cj| Fixed rain only spawning in your line of sight.\n\cj| Fixed horrible performance issues with the pause-in-menus setting.\n\cj| Made weapon pickup sounds play when selling the weapon.\n\cj| Made the Star Destroyer sound slightly nicer in OpenAL.";
"LITH_UPDATE_1_5b_Page2" = "\cj| Made the Combat Rifle never auto-aim.\n\cj| Fixed the Barrier powerup not displaying stacked uses properly.\n\cj| Made the Spider Mastermind slightly more dangerous.\n\cj| Made the SPAS reload faster.\n\cj| Made the upgrades screen prettier.\n\cd+ Re-added Heretic support.\n\cd+ Added a \"log ammo pickups\" setting.\n\cd+ Added more info pages.\n\cd+ Added more unique pickup sounds.\n\cd+ Added a \"no item effects\" setting.\n\cd+ Added a pickup sprite for Cyber-Mage's shotgun.\n\cj| Decreased memory usage.\n\cj| Made the Charge Fist not suck, thanks to Yholl.\n\cj| Made the Vital Scanner an implicit upgrade, as it is now necessary.\n\cj| Made the Ion Rifle reload automatically on its final shot.\n\cj| Fixed upgrades being updated while the game is paused.\n\cj| Made the Star Destroyer's projectile smaller.\n\cj| Fixed infinite noise emittance with sv_weaponstay on.\n\cd+ Added new endings for both player classes.\n\cd+ Added more debugging settings.\n\cd+ Added something.\n\cg- Removed the slide indicator from the HUD";
"LITH_UPDATE_1_5a2" = "\cf(\ciJul. 7, 2017\cf) \cjFrom \cn1.5 alpha\cj to \cf1.5 alpha 2\cj:\n\cj| Fixed pausing weapons being caused from external sources\n\cj  (which broke the adrenaline upgrade completely.)";
"LITH_UPDATE_1_5a" = "\cf(\ciJul. 7, 2017\cf) \cjFrom \cn1.4\cj to \cf1.5 alpha\cj:\n\cd+ Added searching to the info panel.\n\cd+ Added an adrenaline indicator to the HUD.\n\cd+ Added a test map (named TESTMAP).\n\cd+ Added some environment/ambiance settings.\n\cd  May act slightly weird sometimes.\n\cd+ Added map spawn IDs for stuff.\n\cd+ Added a No Bosses CVar (lith_sv_nobosses).\n\cd+ Added dialogue and terminal systems. Don't ask.\n\cd+ Added 007 Mode extra upgrade.\n\cd+ Added behaviour for several Extra Hard enemies.\n\cj| Fixed some rather major bugs.\n\cj| Merged extras addon with the main mod.\n\cb] ZScript is auto-detected, so it only enables ZScript-only features\n\cb  when available.\n\cb] The mod still mainly targets ZDoom 2.8.1, however running it in newer\n\cb  GZDoom versions is now stable and will give you extra features.\n\cj| Fixed a lot of spelling errors.\n\cj| Made the HUD weapon numbers change color when you have more\n\cj  weapons in that slot.\n\cj| Fixed the Spider Mastermind not being terrifying enough.\n\cj| Made the rifle clickier as it runs out of ammo.";
"LITH_UPDATE_1_5a_Page2" = "\cj| Compressed some sounds, reducing the overall file size.\n\cj| Fixed some weird balance issues.\n\cj| Fixed chaingunners using the wrong sound.\n\cj| Replaced slider ticking sound to be less terrible.\n\cj| Changed the ground hit sound for the Move Wetware upgrade.\n\cj| Fixed bought upgrades actually not giving the right upgrade\n\cj  sometimes. WHOOPS\n\cj| Decreased the price of extra upgrades to be slightly more obtainable.\n\cj| Fixed pause in menus not pausing weapon states.\n\cg- Removed autogroups due to their hard-to-maintain nature. May add\n\cg  them back in 1.5 beta in some way.\n\cg- Removed heretic support. 2hard4me\n\cd+ Added fun";
"LITH_UPDATE_1_4" = "\cf(\ciApr. 14, 2017\cf) \cjFrom \cn1.3.1\cj to \cf1.4\cj:\n\cd+ Added Phantoms.\n\cd+ Added a CBI upgrades/performance system.\n\cd+ Added GUI themes.\n\cd+ Added a Plasma Pistol upgrade.\n\cd+ Added a Particle Beam upgrade.\n\cd+ Added a Laser Rifle upgrade.\n\cd+ Added a Homing Rocket upgrade.\n\cd+ Added new sprites for the Gauss Rifle.\n\cd+ Added a Quick Knife button.\n\cd+ Added a mail system.\n\cd+ Added LegenDoom Lite compatibility.\n\cd+ Added a score golf mode.\n\cd+ Added a teleport-in-items setting.\n\cd+ Added a bright weapon pickups setting.\n\cd+ Released Extras addon.\n\cd+ Released Damage Bob Only mod.\n\cd+ Added filtering to the upgrades screen.\n\cj| Improved the Upgrades screen.\n\cj| Fixed performance issues with the Settings screen.\n\cj| Replaced the HUD's background color with black.\n\cj| Made the SSG faster, and stronger.";
"LITH_UPDATE_1_4_Page2" = "\cj| Fixed the Combat Rifle and Sniper Rifle not actually being hitscan.\n\cj| Gave Hell Knights/Barons and Cacodemons proper blood colors.\n\cj| Re-fixed shop buy messages logging wrong.\n\cj| Added the Charge Fist to the shop.\n\cj| Fixed some of the info pages.\n\cj| Fixed weapon pickups murdering framerate while the level is frozen.\n\cj| Fixed the Laser Shotgun not resetting pitch all the way.\n\cj| Fixed CVarInfo error under certain games.\n\cj| Made weapon pickups look better in OpenGL.\n\cj| Fixed weapon pickups breaking in maps with specials attached\n\cj  to weapons.\n\cj| Buffed the Charge Fist.\n\cj| Replaced bullet pickup graphics.\n\cj| Added a noise when getting hit with Reactive Armor protection.\n\cj| Improved the readability of info pages with images.\n\cj| Decreased the backpack discount percentage.\n\cj| Moved the Settings screen to the BIP.\n\cj| Moved keys on the HUD to the top of the screen.\n\cj| Fixed obituary messages with the Instant Death downgrade.\n\cj| Slightly rebalanced score given by enemies.\n\cg- Removed fun\n\cd+ Definitely did not add evil gost.";
"LITH_UPDATE_1_3_1" = "\cf(\ciMar. 16, 2017\cf) \cjFrom \cn1.3\cj to \cf1.3.1\cj:\n\cj| Fixed maps with ACS scripts in them occasionally causing\n\cj  reality to collapse.\n\cj| Gave the charge fist a better animation and range.\n\cj| Fixed resurrected enemies not getting poisoned.\n\cj| Increased shell ammo to 60.\n\cd+ Added a setting for cursor speed.";
"LITH_UPDATE_1_3" = "\cf(\ciMar. 16, 2017\cf) \cjFrom \cn1.2\cj to \cf1.3\cj:\n\cj| Rebalanced a lot of stuff, mainly weapons and score amounts.\n\cj| Made the cannon a lot easier to use.\n\cj| Redid the GUI a bit. Mainly, stretched it from 320x200 to 320x240.\n\cj| Improved scrollbars significantly.\n\cj| Re-did the heads up display.\n\cd+ Added Auto-Groups, which let you quickly toggle or buy upgrades,\n\cd  as well as auto-buy them.\n\cd+ Added the Super Shotgun.\n\cd+ Added the Missile Launcher.\n\cd+ Added the Charge Fist (replaces chainsaw.)\n\cd+ Added a pickup sprite for the Omega Cannon.\n\cd+ Added a Poison Shotgun upgrade.\n\cd+ Added indicators for mode changes/current mode of the reactive\n\cd  armor upgrade.\n\cd+ Added a display for current score multiplier on the upgrades screen.\n\cd+ Added a setting for clearing the combat rifle's mode when\n\cd  switching weapons.\n\cd+ Added a setting for hiding the log.\n\cd+ Added a setting for drawing the log from the top of the screen.\n\cd+ Added settings for the Vital Scanner upgrade.\n\cd+ Added enemy compatibility checker.";
"LITH_UPDATE_1_3_Page2" = "\cd+ Added a titlemap and title music.\n\cd+ Added (badly written) intermission texts.\n\cd+ Added a pretty loading screen.\n\cd+ Added missing info pages.\n\cd+ Added info pages for enemies, some companies I forgot to mention,\n\cd  and new places.\n\cd+ Added an implicit upgrade for zooming in on stuff.\n\cd+ Added serious mode.\n\cj| Polished the upgrades panel.\n\cj| Polished the info panel.\n\cj| Made the Move Wetware's ground stomp actually useful.\n\cj| Made sold weapon messages more descriptive.\n\cj| Fixed sold weapon prices being wrong.\n\cj| Fixed bad wording in a lot of the info pages.\n\cj| Fixed bad wording in some upgrade descriptions.\n\cj| Fixed GUI sliders being wonky.\n\cj| Fixed the sniper rifle making things fly into oblivion.\n\cj| Made the vital scanner freak out on strong enemies.\n\cj| Fixed Auto Reload not having a description.\n\cj| Fixed the pistol's info page.\n\cj| Fixed the arachnotron/spider mastermind names being wrong.\n\cj| Changed some miscellaneous text.";
"LITH_UPDATE_1_3_Page3" = "\cj| Improved the way the Adrenaline upgrade works.\n\cj| Fixed items being picked up too much.\n\cj| Fixed score multiplier not being applied occasionally.\n\cj| Made the Punctuator Cannon take more ammo.\n\cj| Nerfed the reactive armor upgrade.\n\cj| Fixed rockets acting weird at certain angles.\n\cj| Made the Vital Scanner upgrade cheaper.\n\cg- Removed some items from the shop.";
"LITH_UPDATE_1_2" = "\cf(\ciFeb. 1, 2017\cf) \cjFrom \cn1.1\cj to \cf1.2\cj:\n\cd+ Added logos for companies in the BIP\n\cd+ Added a log tab to the CBI for showing things you've done or used\n\cd+ Added lith_player_scorelog for logging any score you gain to the HUD\n\cd+ Added Heretic support\n\cd+ Added new pickup sprites for the shotgun, plasma rifle and combat rifle\n\cd+ Added a Revolver weapon to the shop\n\cd+ Added new skill definitions - tourist, easy, normal, hard, extra hard,\n\cd  and nightmare\n\cd+ Added an automatic pistol upgrade\n\cd+ Gave the grenade launcher an actual grenade firing altfire\n\cd+ Added a Vital Scanner upgrade, which lets you see an enemy's health\n\cd  and the damage you deal to them\n\cd+ Added a new debugging cvar\n\cd+ Added a payout system, where you get paid based on percentages\n\cd  when you beat a level or hub\n\cd+ Added an Auto Reload upgrade, which loads your guns for you while\n\cd  they're not selected\n\cd+ Added a Laser Shotgun weapon to the shop\n\cd+ Added a Sniper Rifle weapon to the shop\n\cd+ Added a knife which replaces the fist\n\cd+ Added menu sounds and a smallfont replacement";
